ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	SUBGROUP	CONCEPT_ID	COGID	ROOTID	ALIGNMENT
64351	Breton	desire	c'hoant	hɔ̯ãn	h ɔ ã n		Celtic	217_desire	8413	7410	h ɔ ã n
65407	Latin	desire	libido	ɫɪbiːdoː	lˠ ɪ b iː d oː		Italic	217_desire	16082	7423	lˠ ɪ b iː d oː
65408	Latin	desire	voluptas	wɔɫʊptaːs	w ɔ lˠ ʊ p t aː s		Italic	217_desire	16086	7439	w ɔ lˠ ʊ p t aː s
66509	French	desire	envie	ɑ̃ˈvi	ɑ̃ v i		Italic	217_desire	16081	7418	ɑ̃ v i
67730	Catalan	desire	ganes	ɡanəs	g a n ə s		Italic	217_desire	16079	7412	g a n ə s
68862	Spanish	desire	ganas	ɡanas	g a n a s		Italic	217_desire	16079	7412	g a n a s
70083	Portuguese	desire	vontade	võˈtaðə	v õ t a ð ə		Italic	217_desire	16083	7428	v õ t a ð ə
71323	Italian	desire	voglia	voʎːa	v o ʎː a		Italic	217_desire	16080	7413	v o ʎː a
72591	Romanian	desire	poftă	poftə	p o f t ə		Italic	217_desire	16084	7429	p o f t ə
72592	Romanian	desire	înclinare	ɨnklinare	ɨ n k l i n a r e		Italic	217_desire	16087	7442	ɨ n k l i n a r e
42156	Bulgarian	destroy	разруша	razruʃa	r a z r u ʃ a		Balto-Slavic	896_destroy	5352	7443	r a z r u ʃ - - a
43424	Croatian	destroy	razoriti	razɔ̌riti	r a z ɔ r i t i		Balto-Slavic	896_destroy	5352	7443	r a z - ɔ r i t i
43425	Croatian	destroy	razrušiti	rǎzruʃiti	r a z r u ʃ i t i		Balto-Slavic	896_destroy	5352	7443	r a z r u ʃ i t i
44549	Slovene	destroy	razrúšiti	razru˨ːʃiti	r a z r uː ² ʃ i t i		Balto-Slavic	896_destroy	5356	7466	r a z r uː ² ʃ i t i
45748	Slovak	destroy	zničiť	znit͡ʃic	z n i tʃ i c		Balto-Slavic	896_destroy	5353	7448	z n i - tʃ i c
46889	Czech	destroy	zničit	zɲɪt͡ʃɪt	z ɲ ɪ tʃ ɪ t		Balto-Slavic	896_destroy	5353	7448	z ɲ ɪ - tʃ ɪ t
48009	Polish	destroy	zniszczyć	zniʂʈ͡ʂɨt͡ɕ	z n i ʂ ʈʂ ɨ tɕ		Balto-Slavic	896_destroy	5353	7448	z n i ʂ ʈʂ ɨ tɕ
49095	Ukrainian	destroy	зруйнувати	zrujnuwɑtɪ	z r u j n u w ɑ t ɪ		Balto-Slavic	896_destroy	5357	7469	z r u j n u w ɑ t ɪ
50178	Belarusian	destroy	разбурыць	razburɨt͡sʲ	r a z b u r ɨ tsʲ		Balto-Slavic	896_destroy	5352	7443	r a z b u r ɨ tsʲ -
51218	Russian	destroy	разрушить	rɐzruˑʃɨtʲ	r ɐ z r uˑ ʃ ɨ tʲ		Balto-Slavic	896_destroy	5352	7443	r ɐ z r uˑ ʃ ɨ tʲ -
52474	Lithuanian	destroy	suardyti	sʊɐrdîːtʲɪ	s ʊ ɐ r d iː tʲ ɪ		Balto-Slavic	896_destroy	5355	7459	s ʊ ɐ r d iː tʲ ɪ
52475	Lithuanian	destroy	sugriauti	sʊɡrʲɪâˑʊ̯tʲɪ	s ʊ g rʲ ɪ aˑ ʊ tʲ ɪ		Balto-Slavic	896_destroy	5354	7458	s ʊ g rʲ ɪ aˑ ʊ tʲ ɪ
53753	Latvian	destroy	graut	ɡrau̯t	g r a u t		Balto-Slavic	896_destroy	5354	7458	- - g r - a u t -
53754	Latvian	destroy	sagraut	sɑɡrau̯t	s ɑ g r a u t		Balto-Slavic	896_destroy	5354	7458	s ɑ g r - a u t -
54954	Icelandic	destroy	rífa niður	rivɑ_nɪðʏr̥	r i v ɑ + n ɪ ð ʏ r̥		Germanic	896_destroy	11920	7454	r i v ɑ + n ɪ ð ʏ r̥
56077	Norwegian (Bokmål)	destroy	ødelegge	ˈøːdəlɛɡə	øː d ə l ɛ g ə		Germanic	896_destroy	11916	7449	øː d ə l ɛ g ə
57241	Swedish	destroy	förstöra	fœrːstœra	f œ rː s t œ r a		Germanic	896_destroy	11922	7468	f œ rː s t œ r a
58335	Danish	destroy	ødelægge	ˈøːðəlɛɡə	øː ð ə l ɛ g ə		Germanic	896_destroy	11916	7449	øː ð ə l ɛ g ə
59364	German	destroy	zerstören	t͡sɛɐ̯støːʁən	ts ɛ ɐ s t øː ʁ ə n		Germanic	896_destroy	11919	7453	ts ɛ ɐ s t øː ʁ ə n
60534	Dutch	destroy	vernielen	vɛrniːlə	v ɛ r n iː l ə		Germanic	896_destroy	11917	7450	v ɛ r n iː l ə
61568	English	destroy	destroy	dɪˈstɹɔɪ	d ɪ s t ɹ ɔ ɪ		Germanic	896_destroy	11918	7452	d ɪ s t ɹ ɔ ɪ
62811	Irish	destroy	mill	mʲɪlʲ	mʲ ɪ lʲ		Celtic	896_destroy	8417	7455	mʲ ɪ lʲ
62812	Irish	destroy	scrios	ʃcɾʲɪsˠ	ʃ c ɾʲ ɪ sˠ		Celtic	896_destroy	8419	7472	ʃ c ɾʲ ɪ sˠ
64006	Welsh	destroy	dinistrio	dɪnɪstrɪɔ	d ɪ n ɪ s t r ɪ ɔ		Celtic	896_destroy	8416	7452	d ɪ n ɪ s t r ɪ - ɔ
65056	Breton	destroy	distrujañ	distʀyːʒã	d i s t ʀ yː ʒ ã		Celtic	896_destroy	8416	7452	d i - - s t ʀ yː ʒ ã
66133	Latin	destroy	delere	deːɫeːrɛ	d eː lˠ eː r ɛ		Italic	896_destroy	16088	7449	d eː lˠ eː r ɛ
67349	French	destroy	détruire	deˈtʁɥiːʁ	d e t ʁ ɥ iː ʁ		Italic	896_destroy	16089	7452	d e - t ʁ - - ɥ iː ʁ -
68488	Catalan	destroy	destruir	d̪əstɾuj	d̪ ə s t ɾ u j		Italic	896_destroy	16089	7452	d̪ ə s t ɾ - - - u j -
69678	Spanish	destroy	destruir	destɾwiɾ	d e s t ɾ w i ɾ		Italic	896_destroy	16089	7452	d e s t ɾ - - w i ɾ -
69679	Spanish	destroy	destrozar	destɾoθaɾ	d e s t ɾ o θ a ɾ		Italic	896_destroy	16089	7452	d e s t ɾ o θ - a ɾ -
70927	Portuguese	destroy	destruir	dəʃˈtrwir	d ə ʃ t r w i r		Italic	896_destroy	16089	7452	d ə ʃ t r - - w i r -
72184	Italian	destroy	distrùggere	distrudd͡ʒere	d i s t r u d dʒ e r e		Italic	896_destroy	16089	7452	d i s t r u d dʒ e r e
73468	Romanian	destroy	distruge	distrud͡ʒe	d i s t r u dʒ e		Italic	896_destroy	16089	7452	d i s t r - - - u dʒ e
41983	Bulgarian	die	умра	umra	u m r a		Balto-Slavic	750_die	5359	7475	- u m - r - a - -
43245	Croatian	die	umrijeti	ǔmriɛti	u m r i ɛ t i		Balto-Slavic	750_die	5359	7475	- u m - r i ɛ t i
44394	Slovene	die	umréti	umrɛ˨ːti	u m r ɛː ² t i		Balto-Slavic	750_die	5362	7496	u m r ɛː ² t i
45564	Slovak	die	umrieť	umri̯ec	u m r i e c		Balto-Slavic	750_die	5359	7475	- u m - r i e c -
45565	Slovak	die	zomrieť	zɔmri̯ec	z ɔ m r i e c		Balto-Slavic	750_die	5359	7475	z ɔ m - r i e c -
46726	Czech	die	umřít	umr̝iːt	u m r̝ iː t		Balto-Slavic	750_die	5359	7475	- u m - r̝ - iː t -
47849	Polish	die	umrzeć	umʐɛt͡ɕ	u m ʐ ɛ tɕ		Balto-Slavic	750_die	5361	7491	u m ʐ ɛ tɕ
48943	Ukrainian	die	померти	pɔmɛrtɪ	p ɔ m ɛ r t ɪ		Balto-Slavic	750_die	5358	7473	p ɔ - m ɛ r t ɪ
50027	Belarusian	die	памерці	pamʲɛrt͡si	p a mʲ ɛ r ts i		Balto-Slavic	750_die	5358	7473	p a - mʲ ɛ r ts i
51071	Russian	die	умереть	umʲɪrʲeˑtʲ	u mʲ ɪ rʲ eˑ tʲ		Balto-Slavic	750_die	5359	7475	- u mʲ ɪ rʲ - eˑ tʲ -
52254	Lithuanian	die	mirti	mʲɪ̂rˑtʲɪ	mʲ ɪ rˑ tʲ ɪ		Balto-Slavic	750_die	5358	7473	- - - mʲ ɪ rˑ tʲ ɪ
52255	Lithuanian	die	numirti	nʊmʲɪ̂rˑtʲɪ	n ʊ mʲ ɪ rˑ tʲ ɪ		Balto-Slavic	750_die	5358	7473	n ʊ - mʲ ɪ rˑ tʲ ɪ
53538	Latvian	die	mirt	mirt	m i r t		Balto-Slavic	750_die	5358	7473	- - - m i r t -
53539	Latvian	die	nomirt	nuɔ̯mirt	n u ɔ m i r t		Balto-Slavic	750_die	5358	7473	n u ɔ m i r t -
54775	Icelandic	die	deyja	tɛijɑ	t ɛ i j ɑ		Germanic	750_die	11925	7484	t ɛ i j ɑ
55907	Norwegian (Bokmål)	die	dø	døː	d øː		Germanic	750_die	11923	7479	d øː - -
57058	Swedish	die	dö	døː	d øː		Germanic	750_die	11923	7479	d øː - -
58172	Danish	die	dø	døːˀ	d øː ʔ		Germanic	750_die	11923	7479	d øː ʔ -
59218	German	die	sterben	ʃtɛɐ̯bən	ʃ t ɛ ɐ b ə n		Germanic	750_die	11924	7480	ʃ t ɛ - ɐ b ə n
60354	Dutch	die	sterven	stɛrvə	s t ɛ r v ə		Germanic	750_die	11924	7480	s t ɛ r - v ə -
60355	Dutch	die	overlijden	oːvɛrlɛi̯də	oː v ɛ r l ɛ i d ə		Germanic	750_die	11926	7501	oː v ɛ r l ɛ i d ə
61421	English	die	die	daɪ	d a ɪ		Germanic	750_die	11923	7479	d a - ɪ
62634	Irish	die	éag	eːɡ	eː g		Celtic	750_die	8422	7485	eː g
62635	Irish	die	faigh bás	fˠaɟ_bˠaːsˠ	fˠ a ɟ + bˠ aː sˠ		Celtic	750_die	8423	7502	fˠ a ɟ + bˠ aː sˠ
63840	Welsh	die	marw	marʊ	m a r ʊ		Celtic	750_die	8421	7476	m a r ʊ
64908	Breton	die	mervel	mɛʀvɛl	m ɛ ʀ v ɛ l		Celtic	750_die	8420	7474	m ɛ ʀ v ɛ l
65974	Latin	die	mori	mɔriː	m ɔ r iː		Italic	750_die	16091	7476	m ɔ r iː - -
67174	French	die	mourir	muˈʁiːʁ	m u ʁ iː ʁ		Italic	750_die	16091	7476	m u ʁ iː ʁ -
68322	Catalan	die	morir	muɾi	m u ɾ i		Italic	750_die	16091	7476	m u ɾ i - -
69497	Spanish	die	morir	moɾiɾ	m o ɾ i ɾ		Italic	750_die	16091	7476	m o ɾ i ɾ -
70737	Portuguese	die	morrer	muˈʀer	m u ʀ e r		Italic	750_die	16091	7476	m u ʀ e r -
71996	Italian	die	morire	morire	m o r i r e		Italic	750_die	16091	7476	m o r i r e
73286	Romanian	die	muri	murʲ	m u rʲ		Italic	750_die	16091	7476	m u rʲ - - -
41774	Bulgarian	different	разен	razɛn	r a z ɛ n		Balto-Slavic	573_different	5363	7505	r a - z ɛ n - -
41775	Bulgarian	different	различен	razlit͡ʃɛn	r a z l i tʃ ɛ n		Balto-Slavic	573_different	5367	7531	r a z l i tʃ ɛ n -
43010	Croatian	different	razan	râːzan	r aː z a n		Balto-Slavic	573_different	5363	7505	r aː - z a n - -
43011	Croatian	different	različan	rǎːzlit͡ʃan	r aː z l i tʃ a n		Balto-Slavic	573_different	5367	7531	r aː z l i tʃ a n -
44203	Slovene	different	razlíčen	razli˨ːt͡ʃɛn	r a z l iː ² tʃ ɛ n		Balto-Slavic	573_different	5366	7526	r a z l iː ² tʃ ɛ n
45350	Slovak	different	rôzny	ru̯ozni	r u o z n i		Balto-Slavic	573_different	5363	7505	r u o z - n i -
45351	Slovak	different	rozličný	rɔzɫit͡ʃniː	r ɔ z lˠ i tʃ n iː		Balto-Slavic	573_different	5367	7531	r ɔ z lˠ i tʃ - n iː
46526	Czech	different	různý	ruːzniː	r uː z n iː		Balto-Slavic	573_different	5363	7505	r uː - z - n iː -
46527	Czech	different	rozličný	rozlɪt͡ʃniː	r o z l ɪ tʃ n iː		Balto-Slavic	573_different	5367	7531	r o z l ɪ tʃ - n iː
47651	Polish	different	różny	ɾuʐnɨ	ɾ u ʐ n ɨ		Balto-Slavic	573_different	5363	7505	ɾ u - ʐ - n ɨ -
48753	Ukrainian	different	різний	rʲiznɪj	rʲ i z n ɪ j		Balto-Slavic	573_different	5363	7505	rʲ i - z - n ɪ j
49836	Belarusian	different	розны	rɔznɨ	r ɔ z n ɨ		Balto-Slavic	573_different	5363	7505	r ɔ - z - n ɨ -
50891	Russian	different	разный	raˑznɨj	r aˑ z n ɨ j		Balto-Slavic	573_different	5363	7505	r aˑ - z - n ɨ j
52024	Lithuanian	different	įvairus	ʲiːʋɐʲɪ̯ˑrʊ̂s	j iː ʋ ɐ j ɪˑ r ʊ s		Balto-Slavic	573_different	5365	7519	j iː ʋ ɐ j ɪˑ r ʊ s
53321	Latvian	different	dažāds	dɑʒɑːts	d ɑ ʒ ɑː t s		Balto-Slavic	573_different	5364	7518	d ɑ ʒ ɑː t s
54566	Icelandic	different	ýmis	imɪs	i m ɪ s		Germanic	573_different	11929	7514	i m ɪ s
55710	Norwegian (Bokmål)	different	forskjellig	fɔrˈʃɛlɪ	f ɔ r ʃ ɛ l ɪ		Germanic	573_different	11927	7509	f ɔ r ʃ - ɛ l ɪ - - -
56854	Swedish	different	åtskillig	ɔtːɧɪlɪɡ	ɔ tː ɧ ɪ l ɪ g		Germanic	573_different	11931	7528	ɔ tː ɧ ɪ l ɪ g
57976	Danish	different	forskellig	fɔʁˈsɡɛlˀi	f ɔ ʁ s g ɛ lˀ i		Germanic	573_different	11927	7509	f ɔ ʁ s g ɛ lˀ i - - -
59041	German	different	verschieden	fɛɐ̯ʃiːdən	f ɛ ɐ ʃ iː d ə n		Germanic	573_different	11928	7513	f ɛ ɐ ʃ iː d ə n
60130	Dutch	different	verscheiden	v̥ɛrˈsxɛi̯də	v̥ ɛ r s x ɛ i d ə		Germanic	573_different	11927	7509	v̥ ɛ r s x ɛ - i - d ə
60131	Dutch	different	verschillend	vɛrsxɪlɛnt	v ɛ r s x ɪ l ɛ n t		Germanic	573_different	11927	7509	v ɛ r s x ɪ l ɛ n t -
61243	English	different	different	ˈdɪfɹənt	d ɪ f ɹ ə n t		Germanic	573_different	11930	7516	d ɪ f ɹ ə n t
62407	Irish	different	éagsúil	eːɡsˠuːlʲ	eː g sˠ uː lʲ		Celtic	573_different	8425	7515	eː g sˠ uː lʲ
62408	Irish	different	difriúil	dʲɪfʲɾʲuːlʲ	dʲ ɪ fʲ ɾʲ uː lʲ		Celtic	573_different	8426	7516	dʲ ɪ fʲ ɾʲ uː lʲ
63620	Welsh	different	gwahanol	ɡwahanɔl	g w a h a n ɔ l		Celtic	573_different	8427	7530	g w a h a n ɔ l
64725	Breton	different	disheñel	disɛ̃ɛl	d i s ɛ̃ ɛ l		Celtic	573_different	8424	7504	d i s ɛ̃ ɛ l
65789	Latin	different	varius	warɪʊs	w a r ɪ ʊ s		Italic	573_different	16094	7517	w a r ɪ ʊ s
66961	French	different	différent	difeˈʁɑ̃	d i f e ʁ ɑ̃		Italic	573_different	16093	7516	d i f e ʁ ɑ̃ - - -
68134	Catalan	different	diferent	d̪ifəɾɛn̪	d̪ i f ə ɾ ɛ n̪		Italic	573_different	16093	7516	d̪ i f ə ɾ ɛ n̪ - -
69286	Spanish	different	diverso	diβeɾso	d i β e ɾ s o		Italic	573_different	16093	7516	d i β e ɾ - - s o
69287	Spanish	different	distinto	distinto	d i s t i n t o		Italic	573_different	16098	7540	d i s t i n t o
69288	Spanish	different	diferente	difeɾente	d i f e ɾ e n t e		Italic	573_different	16093	7516	d i f e ɾ e n t e
70527	Portuguese	different	diverso	diverʃu	d i v e r ʃ u		Italic	573_different	16093	7516	d i v e r - - ʃ u
70528	Portuguese	different	diferente	difəˈrẽtə	d i f ə r ẽ t ə		Italic	573_different	16093	7516	d i f ə r ẽ - t ə
71775	Italian	different	diverso	diverzo	d i v e r z o		Italic	573_different	16093	7516	d i v e r - - z o
71776	Italian	different	differente	difːerente	d i fː e r e n t e		Italic	573_different	16093	7516	d i fː e r e n t e
73066	Romanian	different	diferit	diferit	d i f e r i t		Italic	573_different	16093	7516	d i f e r i - t -
73067	Romanian	different	deosebit	de̯osebit	d e o s e b i t		Italic	573_different	16096	7538	d e o s e b i t
42088	Bulgarian	dig	копая	kɔpaja	k ɔ p a j a		Balto-Slavic	840_dig	5368	7541	k ɔ p - a j a - - -
43353	Croatian	dig	kopati	kɔ̌pati	k ɔ p a t i		Balto-Slavic	840_dig	5368	7541	k ɔ p - a t i - - -
43354	Croatian	dig	kopkati	kɔ̂pkati	k ɔ p k a t i		Balto-Slavic	840_dig	5368	7541	k ɔ p k a t i - - -
44491	Slovene	dig	kopáti	kɔpa˨ːti	k ɔ p aː ² t i		Balto-Slavic	840_dig	5368	7541	k ɔ p - aː - - ² t i
44492	Slovene	dig	grêbsti	ɡre˦ːbsti	g r eː ⁴ b s t i		Balto-Slavic	840_dig	5372	7572	g r eː ⁴ b s t i
45671	Slovak	dig	ryť	ric	r i c		Balto-Slavic	840_dig	5369	7546	r i - c
45672	Slovak	dig	kopať	kɔpac	k ɔ p a c		Balto-Slavic	840_dig	5368	7541	k ɔ p - a c - - - -
46824	Czech	dig	rýt	riːt	r iː t		Balto-Slavic	840_dig	5369	7546	r iː - t
46825	Czech	dig	kopat	kopat	k o p a t		Balto-Slavic	840_dig	5368	7541	k o p - a t - - - -
47947	Polish	dig	kopać	kɔpat͡ɕ	k ɔ p a tɕ		Balto-Slavic	840_dig	5368	7541	k ɔ p - a tɕ - - - -
49038	Ukrainian	dig	копати	kɔpɑtɪ	k ɔ p ɑ t ɪ		Balto-Slavic	840_dig	5368	7541	k ɔ p - ɑ t ɪ - - -
50119	Belarusian	dig	капаць	kapat͡sʲ	k a p a tsʲ		Balto-Slavic	840_dig	5368	7541	k a p - a tsʲ - - - -
51162	Russian	dig	копать	kɐpaˑtʲ	k ɐ p aˑ tʲ		Balto-Slavic	840_dig	5368	7541	k ɐ p - aˑ tʲ - - - -
52388	Lithuanian	dig	kasti	kɑ̂stʲɪ	k ɑ s tʲ ɪ		Balto-Slavic	840_dig	5370	7557	k ɑ s tʲ ɪ
53667	Latvian	dig	rakt	rɑkt	r ɑ k t		Balto-Slavic	840_dig	5369	7546	r ɑ k t
54884	Icelandic	dig	grafa	krɑvɑ	k r ɑ v ɑ		Germanic	840_dig	11932	7544	k r ɑ v ɑ -
56014	Norwegian (Bokmål)	dig	grave	ˈɡraːvə	g r aː v ə		Germanic	840_dig	11932	7544	g r aː v ə -
57170	Swedish	dig	gräva	ɡrɛːva	g r ɛː v a		Germanic	840_dig	11932	7544	g r ɛː v a -
58275	Danish	dig	grave	ˈɡʀɑːvə	g ʀ ɑː v ə		Germanic	840_dig	11932	7544	g ʀ ɑː v ə -
59308	German	dig	graben	ɡʁaːbən	g ʁ aː b ə n		Germanic	840_dig	11932	7544	g ʁ aː b ə n
60467	Dutch	dig	graven	ɣraːvə	ɣ r aː v ə		Germanic	840_dig	11932	7544	ɣ r aː v ə -
61512	English	dig	dig	dɪɡ	d ɪ g		Germanic	840_dig	11933	7549	d ɪ g
62745	Irish	dig	tochail	t̪ˠɔxəlʲ	t̪ˠ ɔ x ə lʲ		Celtic	840_dig	8429	7553	t̪ˠ ɔ x ə lʲ
63943	Welsh	dig	palu	palɪ	p a l ɪ		Celtic	840_dig	8430	7568	p a l ɪ
63944	Welsh	dig	cloddio	klɔðɪɔ	k l ɔ ð ɪ ɔ		Celtic	840_dig	8428	7542	k l ɔ ð ɪ ɔ
65000	Breton	dig	kleuzañ	kløːzã	k l øː z ã		Celtic	840_dig	8428	7542	k l øː z - ã
66074	Latin	dig	fodere	fɔdɛrɛ	f ɔ d ɛ r ɛ		Italic	840_dig	16101	7555	f ɔ d ɛ r ɛ
67282	French	dig	creuser	kʁøˈze	k ʁ ø z e		Italic	840_dig	16099	7542	k ʁ ø z e
68419	Catalan	dig	cavar	kəβa	k ə β a		Italic	840_dig	16100	7544	- k ə β - - a
69608	Spanish	dig	cavar	kaβaɾ	k a β a ɾ		Italic	840_dig	16100	7544	- k a β a ɾ -
70856	Portuguese	dig	cavar	kavar	k a v a r		Italic	840_dig	16100	7544	- k a v a r -
72112	Italian	dig	scavare	skavare	s k a v a r e		Italic	840_dig	16100	7544	s k a v a r e
73398	Romanian	dig	săpa	səpa	s ə p a		Italic	840_dig	16102	7561	s ə p a
41738	Bulgarian	diligent	прилежен	prilɛʒɛn	p r i l ɛ ʒ ɛ n		Balto-Slavic	546_diligent	5374	7575	p r i l ɛ ʒ ɛ n - -
42975	Croatian	diligent	radin	râːdin	r aː d i n		Balto-Slavic	546_diligent	5375	7577	r aː d i n
42976	Croatian	diligent	marljiv	mǎrʎiʋ	m a r ʎ i ʋ		Balto-Slavic	546_diligent	5380	7596	m a r ʎ i ʋ - -
44173	Slovene	diligent	marljív	marli˨ːʋ	m a r l iː ² ʋ		Balto-Slavic	546_diligent	5380	7596	m a r l iː - ² ʋ
45314	Slovak	diligent	snaživý	snaʒiviː	s n a ʒ i v iː		Balto-Slavic	546_diligent	5379	7595	s n a ʒ i v iː
45315	Slovak	diligent	usilovný	usiɫɔvniː	u s i lˠ ɔ v n iː		Balto-Slavic	546_diligent	5384	7606	u s i lˠ ɔ v n iː
46497	Czech	diligent	pilný	pɪlniː	p ɪ l n iː		Balto-Slavic	546_diligent	5376	7578	p ɪ l n iː
47621	Polish	diligent	pilny	pilnɨ	p i l n ɨ		Balto-Slavic	546_diligent	5376	7578	p i l n ɨ
48724	Ukrainian	diligent	старанний	stɑrɑnːɪj	s t ɑ r ɑ nː ɪ j		Balto-Slavic	546_diligent	5381	7599	s t ɑ r ɑ nː ɪ j
49809	Belarusian	diligent	руплівы	ruplivɨ	r u p l i v ɨ		Balto-Slavic	546_diligent	5373	7573	r u p l i v ɨ
50863	Russian	diligent	прилежный	prʲileˑʒnɨj	p rʲ i l eˑ ʒ n ɨ j		Balto-Slavic	546_diligent	5374	7575	p rʲ i l eˑ ʒ - n ɨ j
51987	Lithuanian	diligent	stropus	stropʊ̂s	s t r o p ʊ s		Balto-Slavic	546_diligent	5378	7589	s t r o p ʊ s
51988	Lithuanian	diligent	kruopštus	kruəpʃtʊ̂s	k r u ə p ʃ t ʊ s		Balto-Slavic	546_diligent	5383	7603	k r u ə p ʃ t ʊ s
53287	Latvian	diligent	čakls	t͡ʃɑɡls	tʃ ɑ g l s		Balto-Slavic	546_diligent	5377	7588	tʃ ɑ g l s
53288	Latvian	diligent	cītīgs	t͡siːtiːks	ts iː t iː k s		Balto-Slavic	546_diligent	5382	7602	ts iː t iː k s
54531	Icelandic	diligent	iðinn	ɪðɪnː	ɪ ð ɪ nː		Germanic	546_diligent	11935	7577	ɪ ð ɪ nː
55681	Norwegian (Bokmål)	diligent	flittig	ˈflɪtɪ	f l ɪ t ɪ		Germanic	546_diligent	11936	7579	f l ɪ - t ɪ -
56821	Swedish	diligent	flitig	fliːtɪɡ	f l iː t ɪ g		Germanic	546_diligent	11936	7579	f l iː - t ɪ g
57948	Danish	diligent	flittig	ˈflidi	f l i d i		Germanic	546_diligent	11936	7579	f l i - d i -
59014	German	diligent	fleißig	flaɪ̯sɪç	f l a ɪ s ɪ ç		Germanic	546_diligent	11936	7579	f l a ɪ s ɪ ç
60098	Dutch	diligent	vlijtig	ˈv̥lɛi̯təx	v̥ l ɛ i t ə x		Germanic	546_diligent	11936	7579	v̥ l ɛ i t ə x
61216	English	diligent	diligent	ˈdɪlɪd͡ʒənt	d ɪ l ɪ dʒ ə n t		Germanic	546_diligent	11934	7576	d ɪ l ɪ dʒ ə n t
62367	Irish	diligent	dícheallach	dʲiːçəl̪ˠəx	dʲ iː ç ə l̪ˠ ə x		Celtic	546_diligent	8432	7585	dʲ iː ç ə l̪ˠ ə x
63587	Welsh	diligent	dyfal	dəval	d ə v a l		Celtic	546_diligent	8434	7600	d ə v a l
64697	Breton	diligent	studius	stydiːys	s t y d iː y s		Celtic	546_diligent	8431	7574	s t y d iː y s
65761	Latin	diligent	sedulus	seːdʊɫʊs	s eː d ʊ lˠ ʊ s		Italic	546_diligent	16103	7574	s eː d ʊ lˠ ʊ s
66926	French	diligent	appliqué	apliˈke	a p l i k e		Italic	546_diligent	16105	7582	a p l i k - - e
68104	Catalan	diligent	diligēnt	d̪iɫiʒɛn̪	d̪ i lˠ i ʒ ɛ n̪		Italic	546_diligent	16104	7576	d̪ i lˠ i ʒ ɛ - n̪ -
69252	Spanish	diligent	aplicado	aplikaðo	a p l i k a ð o		Italic	546_diligent	16105	7582	a p l i k a ð o
69253	Spanish	diligent	diligente	dilixente	d i l i x e n t e		Italic	546_diligent	16104	7576	d i l i x e n t e
70488	Portuguese	diligent	aplicado	aplikaðu	a p l i k a ð u		Italic	546_diligent	16105	7582	a p l i k a ð u
70489	Portuguese	diligent	diligente	diliʒẽte	d i l i ʒ ẽ t e		Italic	546_diligent	16104	7576	d i l i ʒ ẽ - t e
71742	Italian	diligent	diligente	dilid͡ʒente	d i l i dʒ e n t e		Italic	546_diligent	16104	7576	d i l i dʒ e n t e
73027	Romanian	diligent	harnic	harnik	h a r n i k		Italic	546_diligent	16106	7593	h a r n i k
73028	Romanian	diligent	sârguincios	sɨrɡujnt͡ʃjos	s ɨ r g u j n tʃ j o s		Italic	546_diligent	16107	7605	s ɨ r g u j n tʃ j o s
41201	Bulgarian	dirt	кал	kaɫ	k a lˠ		Balto-Slavic	88_dirt	5386	7609	k a lˠ
41202	Bulgarian	dirt	мръсотия	mrɤsɔtija	m r ɤ s ɔ t i j a		Balto-Slavic	88_dirt	5393	7635	m r ɤ s ɔ t i j a
42391	Croatian	dirt	nečistoća	nɛt͡ʃistɔ̌t͡ɕa	n ɛ tʃ i s t ɔ tɕ a		Balto-Slavic	88_dirt	5388	7611	n ɛ tʃ i s t ɔ tɕ a
42392	Croatian	dirt	prljavština	pr̩ʎǎːʋʃtina	p r̩ ʎ aː ʋ ʃ t i n a		Balto-Slavic	88_dirt	5394	7636	p r̩ ʎ aː ʋ ʃ t i n a
43663	Slovene	dirt	nesnága	nɛsna˨ːɡa	n ɛ s n aː ² g a		Balto-Slavic	88_dirt	5392	7630	n ɛ s n aː ² g a
44770	Slovak	dirt	špina	ʃpina	ʃ p i n a		Balto-Slavic	88_dirt	5389	7612	ʃ p i n a
44771	Slovak	dirt	nečistota	nɛt͡ʃistɔta	n ɛ tʃ i s t ɔ t a		Balto-Slavic	88_dirt	5388	7611	n ɛ tʃ i s t ɔ t a
45981	Czech	dirt	špína	ʃpiːna	ʃ p iː n a		Balto-Slavic	88_dirt	5389	7612	ʃ p iː n a
47113	Polish	dirt	brud	bɾut	b ɾ u t		Balto-Slavic	88_dirt	5387	7610	b ɾ u t
48230	Ukrainian	dirt	бруд	brud	b r u d		Balto-Slavic	88_dirt	5387	7610	b r u d
49319	Belarusian	dirt	гразь	ɣrazʲ	ɣ r a zʲ		Balto-Slavic	88_dirt	5385	7607	ɣ r a zʲ
50399	Russian	dirt	грязь	ɡrʲaˑsʲ	g rʲ aˑ sʲ		Balto-Slavic	88_dirt	5385	7607	g rʲ aˑ sʲ
51438	Lithuanian	dirt	purvas	pʊ̂rˑʋɐs	p ʊ rˑ ʋ ɐ s		Balto-Slavic	88_dirt	5391	7623	p ʊ rˑ ʋ ɐ s
52749	Latvian	dirt	dubļi	dubʎi	d u b ʎ i		Balto-Slavic	88_dirt	5390	7622	d u b ʎ i
